Espèce,Variété,Fournisseur,Remarque,Délai croissance plants (j),lieu,Date en terre,Localisation,Durée avant récolte (j),Longueur de rang de cette série (m),Date réalisation plants,Date réelle,Date début récolte,Mode de prélèvement,étalement récolte si pas SD (sem),Étalement récolte (sem),à ne pas faire,Date fin récolte,Fin livraison,Nb de séries,Longueur de  rang totale (m),Longueur de  rang par livraison (m),Intra rang (cm),Nombre de rangs retenus,Nb graines à semer par trou,Nombre de trous pour chaque série,Production théorique par trou (kg),Prod. de la série (kg),besoin hebdo (kg),Nb graines par gramme,Poids par graine (g),Nb graines par m,Nombre de graines,Poids de graines (g),Nb mottes/m,Nombre de mottes,Nb trous par plaque,NbPieds/m²,longueur de planche (m),Surface (m²),nb planches,Poids par pièce (g),Conso hebdo par distrib,unité,semaine prépa plants,N° semaine plantation ou semis,01/01/2018,08/01/2018,15/01/2018,22/01/2018,29/01/2018,05/02/2018,12/02/2018,19/02/2018,26/02/2018,05/03/2018,12/03/2018,19/03/2018,26/03/2018,02/04/2018,09/04/2018,16/04/2018,23/04/2018,30/04/2018,07/05/2018,14/05/2018,21/05/2018,28/05/2018,04/06/2018,11/06/2018,18/06/2018,25/06/2018,02/07/2018,09/07/2018,16/07/2018,23/07/2018,30/07/2018,06/08/2018,13/08/2018,20/08/2018,27/08/2018,03/09/2018,10/09/2018,17/09/2018,24/09/2018,01/10/2018,08/10/2018,15/10/2018,22/10/2018,29/10/2018,05/11/2018,12/11/2018,19/11/2018,26/11/2018,03/12/2018,10/12/2018,17/12/2018,24/12/2018,31/12/2018,07/01/2019,14/01/2019,21/01/2019,28/01/2019,04/02/2019,11/02/2019,18/02/2019,25/02/2019,04/03/2019,11/03/2019,18/03/2019,25/03/2019,01/04/2019,08/04/2019,15/04/2019,22/04/2019,29/04/2019,06/05/2019,13/05/2019,20/05/2019,27/05/2019,03/06/2019,10/06/2019,17/06/2019,24/06/2019,01/07/2019,08/07/2019,15/07/2019,22/07/2019,29/07/2019,05/08/2019,12/08/2019,19/08/2019,26/08/2019,02/09/2019,09/09/2019,16/09/2019,23/09/2019
Tomate,précoce de Quimper,AGROSEMENS,terrine. ,70,SERRE,10/04/2018,S2,60,30,30/01/2018,30/01/2018,09/06/2018,,17,17,,06/10/2018,,7,"138,935574229692","11,577964519141",50,2,1,60,"1,8",108,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","63,1578947368421","0,210526315789474","2,10526315789474","63,1578947368421",24,4,15,18,"0,5",150,"35,4285714285714",kg,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomate,rose de berne,AGROSEMENS,,70,SERRE,15/04/2018,S2,75,30,04/02/2018,04/02/2018,29/06/2018,,17,17,,26/10/2018,,7,"138,935574229692","11,577964519141",50,2,1,60,"1,8",108,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","63,1578947368421","0,210526315789474","2,10526315789474","63,1578947368421",24,4,15,18,"0,5",150,"35,4285714285714",kg,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,,,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carotte saison,colmar à coeur rouge,AGROSEMENS,,0,CHAMP,16/04/2018,,120,"25,2340252340252",,,14/08/2018,SD,,"1,33333333333333",,21/08/2018,,3,"75,7020757020756","18,9255189255189",5,4,1,"504,680504680504","0,09","45,4212454212454","1,47619047619047",850,"0,00117647058823529","30,7692307692308","776,431545662315","0,913448877249782",0,0,0,80,"6,3085063085063","7,57020757020756","0,210283543616877",90,"17,7142857142857",kg,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carotte saison,rothild,AGROSEMENS,,0,CHAMP,17/04/2018,,120,"25,2340252340252",,,15/08/2018,SD,,"1,33333333333333",,22/08/2018,,3,"75,7020757020756","18,9255189255189",5,4,1,"504,680504680504","0,09","45,4212454212454","1,47619047619047",850,"0,00117647058823529","30,7692307692308","776,431545662315","0,913448877249782",0,0,0,80,"6,3085063085063","7,57020757020756","0,210283543616877",90,"17,7142857142857",kg,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Céleri rave,monarch,AGROSEMENS,"Terrine 1 mois puis motte de 4cm 1 mois, graine au frigo à 4°C. Pas de plein soleil sur les jeunes plants.",60,CHAMP,20/04/2018,,150,"39,3650793650793",19/02/2018,,17/09/2018,,1,1,,24/09/2018,,1,"39,3650793650793","7,87301587301586",40,3,1,"98,4126984126983","0,5","49,2063492063491","0,922619047619047",2500,"0,0004","3,33333333333333","131,216931216931","0,0524867724867724","3,33333333333333","131,216931216931",77,"7,5","13,1216931216931","15,7460317460317","0,437389770723103",500,"17,7142857142857",pièce,8,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concombre,diapason F1,AGROSEMENS,collet dégagé à la plantation,50,SERRE,20/04/2018,S2,75,9,01/03/2018,,04/07/2018,,4,4,,01/08/2018,,3,"22,1428571428571","2,21428571428571",60,1,1,15,"2,1","31,5","1,29166666666667","35,7142857142857","0,028","1,85185185185185","16,6666666666667","0,466666666666667","1,85185185185185","16,6666666666667",24,"1,66666666666667",9,"10,8","0,3",350,"17,7142857142857",pièce,9,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,Pernot clair,AGROSEMENS,,0,CHAMP,20/04/2018,,35,"25,7439446366782",,,25/05/2018,SD,,"0,999999999999999",,25/05/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,gaudry2,AGROSEMENS,,0,CHAMP,27/04/2018,,35,"25,7439446366782",,,01/06/2018,SD,,"0,999999999999999",,01/06/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blette,charlotte rouge,AGROSEMENS,,30,CHAMP,01/05/2018,,50,"24,6031746031746",01/04/2018,,20/06/2018,,12,12,,12/09/2018,,4,"98,4126984126983","9,84126984126983",40,3,1,"61,5079365079364","1,2","73,8095238095237","5,53571428571428",75,"0,0133333333333333","2,77777777777778","68,342151675485","0,911228689006467","2,77777777777778","68,342151675485",77,"7,5","8,20105820105819","9,84126984126983","0,27336860670194",60,"26,5714285714285",kg,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blette,verte à carde blanche berac,AGROSEMENS,>19°€,30,CHAMP,01/05/2018,,50,"24,6031746031746",01/04/2018,,20/06/2018,,12,12,,12/09/2018,,4,"98,4126984126983","9,84126984126983",40,3,1,"61,5079365079364","1,2","73,8095238095237","5,53571428571428",75,"0,0133333333333333","2,77777777777778","68,342151675485","0,911228689006467","2,77777777777778","68,342151675485",77,"7,5","8,20105820105819","9,84126984126983","0,27336860670194",60,"26,5714285714285",kg,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Céleri branche,tango,GERMINANCE,,21,CHAMP,01/05/2018,,90,15,10/04/2018,,30/07/2018,SD,,"1,90524193548387",,06/08/2018,,3,"23,6190476190476","7,87301587301586",40,3,1,"37,5","0,3","11,25","0,332142857142857",2500,"0,0004","2,77777777777778","41,6666666666667","0,0166666666666667","2,77777777777778","41,6666666666667",77,"7,5",5,6,"0,166666666666667",300,"17,7142857142857",pièce,15,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chou rave,noriko,AGROSEMENS,blanc. Pour été,28,CHAMP,01/05/2018,,60,"5,9047619047619",03/04/2018,,30/06/2018,SD,,1,,07/07/2018,,4,"23,6190476190476","5,9047619047619",30,4,1,"19,6825396825396","0,5","9,84126984126982","0,738095238095237",300,"0,00333333333333333","3,7037037037037","21,8694885361552","0,0728982951205172","3,7037037037037","21,8694885361552",77,"13,3333333333333","1,47619047619048","1,77142857142857","0,0492063492063492",500,"17,7142857142857",pièce,14,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chou rouge,rouge buscaro F1,AGROSEMENS,,30,CHAMP,01/05/2018,,115,"19,6825396825397",01/04/2018,,24/08/2018,SD,,2,,07/09/2018,,2,"39,3650793650793","9,84126984126983",50,2,1,"39,3650793650793","0,8","31,4920634920634","1,18095238095238",300,"0,00333333333333333","2,22222222222222","43,7389770723103","0,145796590241034","2,22222222222222","43,7389770723103",77,4,"9,84126984126983","11,8095238095238","0,328042328042328",800,"17,7142857142857",pièce,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courgette,black beauty,AGROSEMENS,,30,CHAMP,01/05/2018,,40,30,01/04/2018,,10/06/2018,,11,11,,26/08/2018,,3,"37,2932330827067","3,72932330827067",100,1,1,30,3,90,"2,21428571428571","6,66666666666667","0,15","1,11111111111111","33,3333333333333",5,"1,11111111111111","33,3333333333333",24,1,30,36,1,300,"35,4285714285714",pièce,13,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,feuille de chêne blonde bawl verte,AGROSEMENS,,21,CHAMP,01/05/2018,,40,"14,234693877551",10/04/2018,,10/06/2018,SD,,"2,25",,24/06/2018,,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,15,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomate,ananas,AGROSEMENS,,50,SERRE,01/05/2018,S2,75,30,12/03/2018,04/02/2018,15/07/2018,,17,17,,11/11/2018,,7,"138,935574229692","11,577964519141",50,2,1,60,"1,8",108,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","63,1578947368421","0,210526315789474","2,10526315789474","63,1578947368421",24,4,15,18,"0,5",150,"35,4285714285714",kg,11,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomate,joie de la table,AGROSEMENS,,50,SERRE,01/05/2018,S2,75,15,12/03/2018,,15/07/2018,,17,17,,11/11/2018,,7,"138,935574229692","11,577964519141",50,2,1,30,"1,8",54,"8,85714285714285",300,"0,00333333333333333","2,10526315789474","31,578947368421","0,105263157894737","2,10526315789474","31,578947368421",24,4,"7,5",9,"0,25",150,"35,4285714285714",kg,11,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basilic,,,,40,SERRE,01/05/2018,S2,60,30,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0 !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oignon de garde,rosé d'Armorique,AGROSEMENS,en terrine comme les poireaux,50,CHAMP,02/05/2018,,100,"105,442176870748",13/03/2018,,10/08/2018,,1,1,,17/08/2018,,4,"421,768707482993","21,0884353741496",15,6,1,"702,947845804989","0,08","56,2358276643991","2,95238095238095",250,"0,004","7,40740740740741","781,053162005543","3,12421264802217",0,0,0,40,"17,5736961451247","21,0884353741497","0,585789871504157",80,"7,08571428571428",kg,11,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,De 18 jours,AGROSEMENS,,0,CHAMP,02/05/2018,,35,"25,7439446366782",,,06/06/2018,SD,,"0,999999999999999",,06/06/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oignon de garde,rouge de Genève,AGROSEMENS,en terrine comme les poireaux,50,CHAMP,05/05/2018,,90,"105,442176870748",16/03/2018,,03/08/2018,,1,1,,10/08/2018,,4,"421,768707482993","21,0884353741496",15,6,1,"702,947845804989","0,08","56,2358276643991","2,95238095238095",250,"0,004","7,40740740740741","781,053162005543","3,12421264802217",0,0,0,40,"17,5736961451247","21,0884353741497","0,585789871504157",80,"7,08571428571428",kg,11,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,bleue de Hongrie,AGROSEMENS,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857",4,"0,25","1,11111111111111","18,2245737801293","4,55614344503233","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,butternut,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857",10,"0,1","1,11111111111111","18,2245737801293","1,82245737801293","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,delicata,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","9,09090909090909","0,11","1,11111111111111","18,2245737801293","2,00470311581422","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,longue de Nice,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","8,33333333333333","0,12","1,11111111111111","18,2245737801293","2,18694885361552","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,patidou,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","14,2857142857143","0,07","1,11111111111111","18,2245737801293","1,27572016460905","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,potimarron red kury,GERMINANCE,,25,CHAMP,08/05/2018,,119,"16,4021164021164",13/04/2018,,04/09/2018,,1,1,,11/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","4,42477876106195","0,226","1,11111111111111","18,2245737801293","4,11875367430922","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,potiron vert kabocha,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","3,84615384615385","0,26","1,11111111111111","18,2245737801293","4,73838918283362","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,spaghetti,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","6,99300699300699","0,143","1,11111111111111","18,2245737801293","2,60611405055849","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,sucrine du berry,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","9,09090909090909","0,11","1,11111111111111","18,2245737801293","2,00470311581422","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courge,table queen,GERMINANCE,,25,CHAMP,08/05/2018,,120,"16,4021164021164",13/04/2018,,05/09/2018,,1,1,,12/09/2018,,10,"164,021164021164","6,56084656084655",100,1,1,"16,4021164021164","4,5","73,8095238095238","13,8392857142857","14,2857142857143","0,07","1,11111111111111","18,2245737801293","1,27572016460905","1,11111111111111","18,2245737801293",24,1,"16,4021164021164","19,6825396825397","0,54673721340388",1500,"17,7142857142857",pièce,15,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
